test_case,run,latency_sec,status_code,response
Fake_2,11,0.052258968353271484,200,{'label': 'REAL'}
Fake_2,12,0.05112028121948242,200,{'label': 'REAL'}
Fake_2,13,0.05235791206359863,200,{'label': 'REAL'}
Fake_2,14,0.051857948303222656,200,{'label': 'REAL'}
Fake_2,15,0.05256390571594238,200,{'label': 'REAL'}
Fake_2,16,0.05373501777648926,200,{'label': 'REAL'}
Fake_2,17,0.05055379867553711,200,{'label': 'REAL'}
Fake_2,18,0.051364898681640625,200,{'label': 'REAL'}
Fake_2,19,0.052556753158569336,200,{'label': 'REAL'}
Fake_2,20,0.05080389976501465,200,{'label': 'REAL'}
Fake_2,21,0.04985690116882324,200,{'label': 'REAL'}
Fake_2,22,0.05036282539367676,200,{'label': 'REAL'}
Fake_2,23,0.05053114891052246,200,{'label': 'REAL'}
Fake_2,24,0.05232405662536621,200,{'label': 'REAL'}
Fake_2,25,0.050640106201171875,200,{'label': 'REAL'}
Fake_2,26,0.05048775672912598,200,{'label': 'REAL'}
Fake_2,27,0.05103492736816406,200,{'label': 'REAL'}
Fake_2,28,0.0498197078704834,200,{'label': 'REAL'}
Fake_2,29,0.05091595649719238,200,{'label': 'REAL'}
Fake_2,30,0.050987958908081055,200,{'label': 'REAL'}
Fake_2,31,0.05049014091491699,200,{'label': 'REAL'}
Fake_2,32,0.050611019134521484,200,{'label': 'REAL'}
Fake_2,33,0.050459861755371094,200,{'label': 'REAL'}
Fake_2,34,0.05337095260620117,200,{'label': 'REAL'}
Fake_2,35,0.05219888687133789,200,{'label': 'REAL'}
Fake_2,36,0.05191612243652344,200,{'label': 'REAL'}
Fake_2,37,0.05065798759460449,200,{'label': 'REAL'}
Fake_2,38,0.050729990005493164,200,{'label': 'REAL'}
Fake_2,39,0.05076289176940918,200,{'label': 'REAL'}
Fake_2,40,0.051009178161621094,200,{'label': 'REAL'}
Fake_2,41,0.052899837493896484,200,{'label': 'REAL'}
Fake_2,42,0.05195116996765137,200,{'label': 'REAL'}
Fake_2,43,0.051750898361206055,200,{'label': 'REAL'}
Fake_2,44,0.05110883712768555,200,{'label': 'REAL'}
Fake_2,45,0.052774906158447266,200,{'label': 'REAL'}
Fake_2,46,0.05197906494140625,200,{'label': 'REAL'}
Fake_2,47,0.05227994918823242,200,{'label': 'REAL'}
Fake_2,48,0.051624298095703125,200,{'label': 'REAL'}
Fake_2,49,0.051423072814941406,200,{'label': 'REAL'}
Fake_2,50,0.051660776138305664,200,{'label': 'REAL'}
Fake_2,51,0.05160331726074219,200,{'label': 'REAL'}
Fake_2,52,0.05141711235046387,200,{'label': 'REAL'}
Fake_2,53,0.051183223724365234,200,{'label': 'REAL'}
Fake_2,54,0.050667762756347656,200,{'label': 'REAL'}
Fake_2,55,0.050415992736816406,200,{'label': 'REAL'}
Fake_2,56,0.04959583282470703,200,{'label': 'REAL'}
Fake_2,57,0.051100969314575195,200,{'label': 'REAL'}
Fake_2,58,0.051419973373413086,200,{'label': 'REAL'}
Fake_2,59,0.05111193656921387,200,{'label': 'REAL'}
Fake_2,60,0.049710988998413086,200,{'label': 'REAL'}
Fake_2,61,0.05001020431518555,200,{'label': 'REAL'}
Fake_2,62,0.05058693885803223,200,{'label': 'REAL'}
Fake_2,63,0.05042290687561035,200,{'label': 'REAL'}
Fake_2,64,0.05097794532775879,200,{'label': 'REAL'}
Fake_2,65,0.0510249137878418,200,{'label': 'REAL'}
Fake_2,66,0.05119681358337402,200,{'label': 'REAL'}
Fake_2,67,0.05043506622314453,200,{'label': 'REAL'}
Fake_2,68,0.05076909065246582,200,{'label': 'REAL'}
Fake_2,69,0.05085015296936035,200,{'label': 'REAL'}
Fake_2,70,0.052229881286621094,200,{'label': 'REAL'}
Fake_2,71,0.05142927169799805,200,{'label': 'REAL'}
Fake_2,72,0.05135488510131836,200,{'label': 'REAL'}
Fake_2,73,0.05104517936706543,200,{'label': 'REAL'}
Fake_2,74,0.05279207229614258,200,{'label': 'REAL'}
Fake_2,75,0.05060696601867676,200,{'label': 'REAL'}
Fake_2,76,0.05056428909301758,200,{'label': 'REAL'}
Fake_2,77,0.05138564109802246,200,{'label': 'REAL'}
Fake_2,78,0.0510556697845459,200,{'label': 'REAL'}
Fake_2,79,0.05145001411437988,200,{'label': 'REAL'}
Fake_2,80,0.051019906997680664,200,{'label': 'REAL'}
Fake_2,81,0.05174875259399414,200,{'label': 'REAL'}
Fake_2,82,0.051837921142578125,200,{'label': 'REAL'}
Fake_2,83,0.052375078201293945,200,{'label': 'REAL'}
Fake_2,84,0.05272412300109863,200,{'label': 'REAL'}
Fake_2,85,0.05124402046203613,200,{'label': 'REAL'}
Fake_2,86,0.050821781158447266,200,{'label': 'REAL'}
Fake_2,87,0.05274701118469238,200,{'label': 'REAL'}
Fake_2,88,0.05061006546020508,200,{'label': 'REAL'}
Fake_2,89,0.05196070671081543,200,{'label': 'REAL'}
Fake_2,90,0.05115389823913574,200,{'label': 'REAL'}
Fake_2,91,0.05001330375671387,200,{'label': 'REAL'}
Fake_2,92,0.05712485313415527,200,{'label': 'REAL'}
Fake_2,93,0.05269575119018555,200,{'label': 'REAL'}
Fake_2,94,0.05176711082458496,200,{'label': 'REAL'}
Fake_2,95,0.051808834075927734,200,{'label': 'REAL'}
Fake_2,96,0.05122113227844238,200,{'label': 'REAL'}
Fake_2,97,0.05132007598876953,200,{'label': 'REAL'}
Fake_2,98,0.05115103721618652,200,{'label': 'REAL'}
Fake_2,99,0.05149698257446289,200,{'label': 'REAL'}
Fake_2,100,0.05316305160522461,200,{'label': 'REAL'}
Real_1,1,0.05158209800720215,200,{'label': 'REAL'}
Real_1,2,0.05380105972290039,200,{'label': 'REAL'}
Real_1,3,0.05246686935424805,200,{'label': 'REAL'}
Real_1,4,0.05205106735229492,200,{'label': 'REAL'}
Real_1,5,0.05158877372741699,200,{'label': 'REAL'}
Real_1,6,0.05070996284484863,200,{'label': 'REAL'}
Real_1,7,0.05170607566833496,200,{'label': 'REAL'}
Real_1,8,0.051490068435668945,200,{'label': 'REAL'}
Real_1,9,0.05112195014953613,200,{'label': 'REAL'}
Real_1,10,0.05231785774230957,200,{'label': 'REAL'}
Real_1,11,0.05008697509765625,200,{'label': 'REAL'}
Real_1,12,0.05198383331298828,200,{'label': 'REAL'}
Real_1,13,0.05150914192199707,200,{'label': 'REAL'}
Real_1,14,0.05277299880981445,200,{'label': 'REAL'}
Real_1,15,0.052670955657958984,200,{'label': 'REAL'}
Real_1,16,0.05234026908874512,200,{'label': 'REAL'}
Real_1,17,0.05135798454284668,200,{'label': 'REAL'}
Real_1,18,0.050225019454956055,200,{'label': 'REAL'}
Real_1,19,0.04986405372619629,200,{'label': 'REAL'}
Real_1,20,0.05138802528381348,200,{'label': 'REAL'}
Real_1,21,0.05089306831359863,200,{'label': 'REAL'}
Real_1,22,0.050913095474243164,200,{'label': 'REAL'}
Real_1,23,0.04964590072631836,200,{'label': 'REAL'}
Real_1,24,0.04995393753051758,200,{'label': 'REAL'}
Real_1,25,0.05344700813293457,200,{'label': 'REAL'}
Real_1,26,0.05197000503540039,200,{'label': 'REAL'}
Real_1,27,0.052427053451538086,200,{'label': 'REAL'}
Real_1,28,0.05562877655029297,200,{'label': 'REAL'}
Real_1,29,0.12373185157775879,200,{'label': 'REAL'}
Real_1,30,0.05232405662536621,200,{'label': 'REAL'}
Real_1,31,0.0505070686340332,200,{'label': 'REAL'}
Real_1,32,0.05109977722167969,200,{'label': 'REAL'}
Real_1,33,0.05218935012817383,200,{'label': 'REAL'}
Real_1,34,0.05069994926452637,200,{'label': 'REAL'}
Real_1,35,0.05067586898803711,200,{'label': 'REAL'}
Real_1,36,0.05027198791503906,200,{'label': 'REAL'}
Real_1,37,0.05113101005554199,200,{'label': 'REAL'}
Real_1,38,0.05161285400390625,200,{'label': 'REAL'}
Real_1,39,0.05310320854187012,200,{'label': 'REAL'}
Real_1,40,0.051045894622802734,200,{'label': 'REAL'}
Real_1,41,0.0517430305480957,200,{'label': 'REAL'}
Real_1,42,0.051757097244262695,200,{'label': 'REAL'}
Real_1,43,0.05132102966308594,200,{'label': 'REAL'}
Real_1,44,0.05047774314880371,200,{'label': 'REAL'}
Real_1,45,0.05133819580078125,200,{'label': 'REAL'}
Real_1,46,0.05225968360900879,200,{'label': 'REAL'}
Real_1,47,0.05217599868774414,200,{'label': 'REAL'}
Real_1,48,0.0523531436920166,200,{'label': 'REAL'}
Real_1,49,0.051276206970214844,200,{'label': 'REAL'}
Real_1,50,0.0496058464050293,200,{'label': 'REAL'}
Real_1,51,0.05026412010192871,200,{'label': 'REAL'}
Real_1,52,0.05001497268676758,200,{'label': 'REAL'}
Real_1,53,0.05135798454284668,200,{'label': 'REAL'}
Real_1,54,0.05084681510925293,200,{'label': 'REAL'}
Real_1,55,0.04956793785095215,200,{'label': 'REAL'}
Real_1,56,0.05124807357788086,200,{'label': 'REAL'}
Real_1,57,0.05055499076843262,200,{'label': 'REAL'}
Real_1,58,0.051589250564575195,200,{'label': 'REAL'}
Real_1,59,0.05112195014953613,200,{'label': 'REAL'}
Real_1,60,0.05045890808105469,200,{'label': 'REAL'}
Real_1,61,0.050826072692871094,200,{'label': 'REAL'}
Real_1,62,0.05004715919494629,200,{'label': 'REAL'}
Real_1,63,0.050765275955200195,200,{'label': 'REAL'}
Real_1,64,0.050866127014160156,200,{'label': 'REAL'}
Real_1,65,0.05152416229248047,200,{'label': 'REAL'}
Real_1,66,0.05182504653930664,200,{'label': 'REAL'}
Real_1,67,0.0507659912109375,200,{'label': 'REAL'}
Real_1,68,0.05174398422241211,200,{'label': 'REAL'}
Real_1,69,0.0509340763092041,200,{'label': 'REAL'}
Real_1,70,0.05080986022949219,200,{'label': 'REAL'}
Real_1,71,0.05092930793762207,200,{'label': 'REAL'}
Real_1,72,0.05218791961669922,200,{'label': 'REAL'}
Real_1,73,0.051917076110839844,200,{'label': 'REAL'}
Real_1,74,0.05148196220397949,200,{'label': 'REAL'}
Real_1,75,0.051254987716674805,200,{'label': 'REAL'}
Real_1,76,0.050984859466552734,200,{'label': 'REAL'}
Real_1,77,0.0514068603515625,200,{'label': 'REAL'}
Real_1,78,0.05129599571228027,200,{'label': 'REAL'}
Real_1,79,0.05039501190185547,200,{'label': 'REAL'}
Real_1,80,0.05132007598876953,200,{'label': 'REAL'}
Real_1,81,0.051203012466430664,200,{'label': 'REAL'}
Real_1,82,0.05120992660522461,200,{'label': 'REAL'}
Real_1,83,0.05077719688415527,200,{'label': 'REAL'}
Real_1,84,0.05151700973510742,200,{'label': 'REAL'}
Real_1,85,0.05115175247192383,200,{'label': 'REAL'}
Real_1,86,0.05103421211242676,200,{'label': 'REAL'}
Real_1,87,0.050833940505981445,200,{'label': 'REAL'}
Real_1,88,0.051267147064208984,200,{'label': 'REAL'}
Real_1,89,0.05449080467224121,200,{'label': 'REAL'}
Real_1,90,0.05296730995178223,200,{'label': 'REAL'}
Real_1,91,0.059248924255371094,200,{'label': 'REAL'}
Real_1,92,0.12227892875671387,200,{'label': 'REAL'}
Real_1,93,0.05557608604431152,200,{'label': 'REAL'}
Real_1,94,0.05019807815551758,200,{'label': 'REAL'}
Real_1,95,0.052376747131347656,200,{'label': 'REAL'}
Real_1,96,0.05110287666320801,200,{'label': 'REAL'}
Real_1,97,0.05201292037963867,200,{'label': 'REAL'}
Real_1,98,0.0526580810546875,200,{'label': 'REAL'}
Real_1,99,0.052438974380493164,200,{'label': 'REAL'}
Real_1,100,0.05094289779663086,200,{'label': 'REAL'}
Real_2,1,0.050252676010131836,200,{'label': 'REAL'}
Real_2,2,0.05130720138549805,200,{'label': 'REAL'}
Real_2,3,0.05162382125854492,200,{'label': 'REAL'}
Real_2,4,0.051866769790649414,200,{'label': 'REAL'}
Real_2,5,0.050737857818603516,200,{'label': 'REAL'}
Real_2,6,0.05075216293334961,200,{'label': 'REAL'}
Real_2,7,0.051048994064331055,200,{'label': 'REAL'}
Real_2,8,0.05227303504943848,200,{'label': 'REAL'}
Real_2,9,0.05014991760253906,200,{'label': 'REAL'}
Real_2,10,0.05057883262634277,200,{'label': 'REAL'}
Real_2,11,0.054875850677490234,200,{'label': 'REAL'}
Real_2,12,0.05083608627319336,200,{'label': 'REAL'}
Real_2,13,0.0526888370513916,200,{'label': 'REAL'}
Real_2,14,0.04997706413269043,200,{'label': 'REAL'}
Real_2,15,0.05048394203186035,200,{'label': 'REAL'}
Real_2,16,0.050871849060058594,200,{'label': 'REAL'}
Real_2,17,0.052336931228637695,200,{'label': 'REAL'}
Real_2,18,0.05138587951660156,200,{'label': 'REAL'}
Real_2,19,0.051686763763427734,200,{'label': 'REAL'}
Real_2,20,0.051692962646484375,200,{'label': 'REAL'}
Real_2,21,0.05018496513366699,200,{'label': 'REAL'}
Real_2,22,0.04989004135131836,200,{'label': 'REAL'}
Real_2,23,0.05067110061645508,200,{'label': 'REAL'}
Real_2,24,0.05114293098449707,200,{'label': 'REAL'}
Real_2,25,0.05541801452636719,200,{'label': 'REAL'}
Real_2,26,0.11621212959289551,200,{'label': 'REAL'}
Real_2,27,0.050154924392700195,200,{'label': 'REAL'}
Real_2,28,0.04983401298522949,200,{'label': 'REAL'}
Real_2,29,0.05088520050048828,200,{'label': 'REAL'}
Real_2,30,0.051216840744018555,200,{'label': 'REAL'}
Real_2,31,0.0510861873626709,200,{'label': 'REAL'}
Real_2,32,0.05129194259643555,200,{'label': 'REAL'}
Real_2,33,0.050531864166259766,200,{'label': 'REAL'}
Real_2,34,0.05227494239807129,200,{'label': 'REAL'}
Real_2,35,0.05115103721618652,200,{'label': 'REAL'}
Real_2,36,0.05017805099487305,200,{'label': 'REAL'}
Real_2,37,0.05259394645690918,200,{'label': 'REAL'}
Real_2,38,0.051923274993896484,200,{'label': 'REAL'}
Real_2,39,0.05035400390625,200,{'label': 'REAL'}
Real_2,40,0.049829959869384766,200,{'label': 'REAL'}
Real_2,41,0.05135679244995117,200,{'label': 'REAL'}
Real_2,42,0.05180621147155762,200,{'label': 'REAL'}
Real_2,43,0.051772356033325195,200,{'label': 'REAL'}
Real_2,44,0.05066204071044922,200,{'label': 'REAL'}
Real_2,45,0.05806684494018555,200,{'label': 'REAL'}
Real_2,46,0.05079293251037598,200,{'label': 'REAL'}
Real_2,47,0.05105161666870117,200,{'label': 'REAL'}
Real_2,48,0.05175900459289551,200,{'label': 'REAL'}
Real_2,49,0.0517120361328125,200,{'label': 'REAL'}
Real_2,50,0.055371999740600586,200,{'label': 'REAL'}
Real_2,51,0.05111408233642578,200,{'label': 'REAL'}
Real_2,52,0.051492929458618164,200,{'label': 'REAL'}
Real_2,53,0.05199170112609863,200,{'label': 'REAL'}
Real_2,54,0.051831722259521484,200,{'label': 'REAL'}
Real_2,55,0.051542043685913086,200,{'label': 'REAL'}
Real_2,56,0.05147600173950195,200,{'label': 'REAL'}
Real_2,57,0.05009198188781738,200,{'label': 'REAL'}
Real_2,58,0.051056861877441406,200,{'label': 'REAL'}
Real_2,59,0.051622867584228516,200,{'label': 'REAL'}
Real_2,60,0.05195903778076172,200,{'label': 'REAL'}
Real_2,61,0.05350232124328613,200,{'label': 'REAL'}
Real_2,62,0.05172610282897949,200,{'label': 'REAL'}
Real_2,63,0.05228114128112793,200,{'label': 'REAL'}
Real_2,64,0.05279183387756348,200,{'label': 'REAL'}
Real_2,65,0.049874067306518555,200,{'label': 'REAL'}
Real_2,66,0.05133485794067383,200,{'label': 'REAL'}
Real_2,67,0.0510098934173584,200,{'label': 'REAL'}
Real_2,68,0.05019688606262207,200,{'label': 'REAL'}
Real_2,69,0.04959392547607422,200,{'label': 'REAL'}
Real_2,70,0.05100822448730469,200,{'label': 'REAL'}
Real_2,71,0.06069517135620117,200,{'label': 'REAL'}
Real_2,72,0.06405210494995117,200,{'label': 'REAL'}
Real_2,73,0.05501699447631836,200,{'label': 'REAL'}
Real_2,74,0.052857160568237305,200,{'label': 'REAL'}
Real_2,75,0.0520939826965332,200,{'label': 'REAL'}
Real_2,76,0.052696943283081055,200,{'label': 'REAL'}
Real_2,77,0.051747798919677734,200,{'label': 'REAL'}
Real_2,78,0.0511629581451416,200,{'label': 'REAL'}
Real_2,79,0.05261373519897461,200,{'label': 'REAL'}
Real_2,80,0.051344871520996094,200,{'label': 'REAL'}
Real_2,81,0.05244112014770508,200,{'label': 'REAL'}
Real_2,82,0.053957223892211914,200,{'label': 'REAL'}
Real_2,83,0.05108809471130371,200,{'label': 'REAL'}
Real_2,84,0.050887107849121094,200,{'label': 'REAL'}
Real_2,85,0.05133700370788574,200,{'label': 'REAL'}
Real_2,86,0.051421165466308594,200,{'label': 'REAL'}
Real_2,87,0.05172014236450195,200,{'label': 'REAL'}
Real_2,88,0.05177783966064453,200,{'label': 'REAL'}
Real_2,89,0.051531076431274414,200,{'label': 'REAL'}
Real_2,90,0.05275917053222656,200,{'label': 'REAL'}
Real_2,91,0.05196213722229004,200,{'label': 'REAL'}
Real_2,92,0.05219292640686035,200,{'label': 'REAL'}
Real_2,93,0.07667374610900879,200,{'label': 'REAL'}
Real_2,94,0.06427502632141113,200,{'label': 'REAL'}
Real_2,95,0.05126190185546875,200,{'label': 'REAL'}
Real_2,96,0.054376840591430664,200,{'label': 'REAL'}
Real_2,97,0.052754878997802734,200,{'label': 'REAL'}
Real_2,98,0.05139493942260742,200,{'label': 'REAL'}
Real_2,99,0.051965951919555664,200,{'label': 'REAL'}
Real_2,100,0.06205582618713379,200,{'label': 'REAL'}
